date,ticker,prev_close,open,high,low,close,gap_pct,pm_open,pm_high,pm_low,pm_close,pm_vol,pm_trades,pm_prices
2015-09-24,ARWR,6.74,9.01,9.36,7.06,7.19,33.679525,6.9,10.0,6.9,9.02,2823493.0,9779,"[{""start"": ""2015-09-24T07:30:00-04:00"", ""open"": 6.9, ""high"": 8.0, ""low"": 6.9, ""close"": 7.51, ""volume"": 6250.0, ""trades"": 18}, {""start"": ""2015-09-24T07:35:00-04:00"", ""open"": 7.51, ""high"": 7.97, ""low"": 7.2, ""close"": 7.7, ""volume"": 34950.0, ""trades"": 116}, {""start"": ""2015-09-24T07:40:00-04:00"", ""open"": 7.7, ""high"": 8.48, ""low"": 7.6, ""close"": 8.2, ""volume"": 61405.0, ""trades"": 277}, {""start"": ""2015-09-24T07:45:00-04:00"", ""open"": 8.1, ""high"": 8.97, ""low"": 8.1, ""close"": 8.78, ""volume"": 70245.0, ""trades"": 272}, {""start"": ""2015-09-24T07:50:00-04:00"", ""open"": 8.76, ""high"": 8.78, ""low"": 8.19, ""close"": 8.21, ""volume"": 48254.0, ""trades"": 216}, {""start"": ""2015-09-24T07:55:00-04:00"", ""open"": 8.18, ""high"": 8.46, ""low"": 8.11, ""close"": 8.32, ""volume"": 32729.0, ""trades"": 141}, {""start"": ""2015-09-24T08:00:00-04:00"", ""open"": 8.3, ""high"": 8.55, ""low"": 8.1, ""close"": 8.48, ""volume"": 106397.0, ""trades"": 249}, {""start"": ""2015-09-24T08:05:00-04:00"", ""open"": 8.48, ""high"": 9.05, ""low"": 8.37, ""close"": 9.02, ""volume"": 215651.0, ""trades"": 602}, {""start"": ""2015-09-24T08:10:00-04:00"", ""open"": 9.02, ""high"": 9.46, ""low"": 9.0, ""close"": 9.4, ""volume"": 153667.0, ""trades"": 583}, {""start"": ""2015-09-24T08:15:00-04:00"", ""open"": 9.33, ""high"": 10.0, ""low"": 9.33, ""close"": 9.69, ""volume"": 234212.0, ""trades"": 697}, {""start"": ""2015-09-24T08:20:00-04:00"", ""open"": 9.69, ""high"": 9.75, ""low"": 9.36, ""close"": 9.62, ""volume"": 146135.0, ""trades"": 553}, {""start"": ""2015-09-24T08:25:00-04:00"", ""open"": 9.62, ""high"": 9.68, ""low"": 9.0, ""close"": 9.2, ""volume"": 119763.0, ""trades"": 391}, {""start"": ""2015-09-24T08:30:00-04:00"", ""open"": 9.2, ""high"": 9.25, ""low"": 8.87, ""close"": 9.1, ""volume"": 106690.0, ""trades"": 409}, {""start"": ""2015-09-24T08:35:00-04:00"", ""open"": 9.13, ""high"": 9.38, ""low"": 9.1, ""close"": 9.37, ""volume"": 92614.0, ""trades"": 331}, {""start"": ""2015-09-24T08:40:00-04:00"", ""open"": 9.39, ""high"": 9.47, ""low"": 9.16, ""close"": 9.25, ""volume"": 112185.0, ""trades"": 334}, {""start"": ""2015-09-24T08:45:00-04:00"", ""open"": 9.2, ""high"": 9.28, ""low"": 9.06, ""close"": 9.11, ""volume"": 71721.0, ""trades"": 256}, {""start"": ""2015-09-24T08:50:00-04:00"", ""open"": 9.1, ""high"": 9.14, ""low"": 8.9, ""close"": 9.0, ""volume"": 103864.0, ""trades"": 388}, {""start"": ""2015-09-24T08:55:00-04:00"", ""open"": 9.05, ""high"": 9.08, ""low"": 8.85, ""close"": 9.08, ""volume"": 191777.0, ""trades"": 540}, {""start"": ""2015-09-24T09:00:00-04:00"", ""open"": 9.09, ""high"": 9.33, ""low"": 9.02, ""close"": 9.11, ""volume"": 36939.0, ""trades"": 190}, {""start"": ""2015-09-24T09:05:00-04:00"", ""open"": 9.15, ""high"": 9.25, ""low"": 9.1, ""close"": 9.15, ""volume"": 66965.0, ""trades"": 237}, {""start"": ""2015-09-24T09:10:00-04:00"", ""open"": 9.15, ""high"": 9.5, ""low"": 9.06, ""close"": 9.46, ""volume"": 160136.0, ""trades"": 736}, {""start"": ""2015-09-24T09:15:00-04:00"", ""open"": 9.49, ""high"": 9.65, ""low"": 9.45, ""close"": 9.57, ""volume"": 191365.0, ""trades"": 1002}, {""start"": ""2015-09-24T09:20:00-04:00"", ""open"": 9.57, ""high"": 9.6, ""low"": 9.07, ""close"": 9.16, ""volume"": 172911.0, ""trades"": 649}, {""start"": ""2015-09-24T09:25:00-04:00"", ""open"": 9.11, ""high"": 9.17, ""low"": 8.9, ""close"": 9.02, ""volume"": 286668.0, ""trades"": 592}]"
2015-09-25,BLPH,55.8,87.0,114.6,73.5,94.5,55.913978,104.55,104.55,80.85,84.0,12407.6,741,"[{""start"": ""2015-09-25T08:00:00-04:00"", ""open"": 104.55, ""high"": 104.55, ""low"": 102.0, ""close"": 102.0, ""volume"": 127.8, ""trades"": 8}, {""start"": ""2015-09-25T08:05:00-04:00"", ""open"": 100.5, ""high"": 100.5, ""low"": 97.2, ""close"": 97.5, ""volume"": 257.533, ""trades"": 19}, {""start"": ""2015-09-25T08:10:00-04:00"", ""open"": 97.5, ""high"": 97.95, ""low"": 96.0, ""close"": 97.5, ""volume"": 280.0, ""trades"": 22}, {""start"": ""2015-09-25T08:15:00-04:00"", ""open"": 97.5, ""high"": 100.35, ""low"": 97.5, ""close"": 98.25, ""volume"": 313.333, ""trades"": 18}, {""start"": ""2015-09-25T08:20:00-04:00"", ""open"": 98.25, ""high"": 100.35, ""low"": 96.0, ""close"": 96.0, ""volume"": 528.333, ""trades"": 37}, {""start"": ""2015-09-25T08:25:00-04:00"", ""open"": 94.65, ""high"": 95.25, ""low"": 90.9, ""close"": 90.9, ""volume"": 735.867, ""trades"": 41}, {""start"": ""2015-09-25T08:30:00-04:00"", ""open"": 90.9, ""high"": 93.0, ""low"": 87.3, ""close"": 90.15, ""volume"": 1119.933, ""trades"": 63}, {""start"": ""2015-09-25T08:35:00-04:00"", ""open"": 88.5, ""high"": 92.7, ""low"": 87.3, ""close"": 89.55, ""volume"": 223.267, ""trades"": 21}, {""start"": ""2015-09-25T08:40:00-04:00"", ""open"": 91.35, ""high"": 91.5, ""low"": 88.8, ""close"": 88.8, ""volume"": 511.267, ""trades"": 33}, {""start"": ""2015-09-25T08:45:00-04:00"", ""open"": 88.8, ""high"": 95.25, ""low"": 86.55, ""close"": 94.95, ""volume"": 2550.0, ""trades"": 120}, {""start"": ""2015-09-25T08:50:00-04:00"", ""open"": 93.75, ""high"": 93.75, ""low"": 92.55, ""close"": 93.6, ""volume"": 283.333, ""trades"": 30}, {""start"": ""2015-09-25T08:55:00-04:00"", ""open"": 92.55, ""high"": 93.6, ""low"": 90.45, ""close"": 92.25, ""volume"": 666.667, ""trades"": 32}, {""start"": ""2015-09-25T09:00:00-04:00"", ""open"": 91.8, ""high"": 91.8, ""low"": 90.15, ""close"": 90.15, ""volume"": 363.333, ""trades"": 10}, {""start"": ""2015-09-25T09:05:00-04:00"", ""open"": 91.5, ""high"": 91.5, ""low"": 85.5, ""close"": 85.5, ""volume"": 466.667, ""trades"": 27}, {""start"": ""2015-09-25T09:10:00-04:00"", ""open"": 86.85, ""high"": 86.85, ""low"": 83.25, ""close"": 84.15, ""volume"": 892.533, ""trades"": 80}, {""start"": ""2015-09-25T09:15:00-04:00"", ""open"": 84.45, ""high"": 84.75, ""low"": 80.85, ""close"": 82.5, ""volume"": 1853.4, ""trades"": 89}, {""start"": ""2015-09-25T09:20:00-04:00"", ""open"": 82.5, ""high"": 84.6, ""low"": 82.35, ""close"": 82.5, ""volume"": 664.467, ""trades"": 38}, {""start"": ""2015-09-25T09:25:00-04:00"", ""open"": 81.9, ""high"": 85.5, ""low"": 81.9, ""close"": 84.0, ""volume"": 569.867, ""trades"": 53}]"
2015-09-28,SPP,4.68,7.84,12.0,7.53,12.0,67.521368,7.5,7.5,7.5,7.5,500.0,1,"[{""start"": ""2015-09-28T09:25:00-04:00"", ""open"": 7.5, ""high"": 7.5, ""low"": 7.5, ""close"": 7.5, ""volume"": 500.0, ""trades"": 1}]"
2015-09-29,FFHL,2.8,3.64,3.64,3.08,3.08,30.0,,,,,0.0,0,[]
2015-09-29,PNX,13.03,34.76,34.76,31.85,32.51,166.768995,35.0,35.06,31.5,34.6,41583.0,240,"[{""start"": ""2015-09-29T07:55:00-04:00"", ""open"": 35.0, ""high"": 35.0, ""low"": 34.98, ""close"": 35.0, ""volume"": 3600.0, ""trades"": 8}, {""start"": ""2015-09-29T08:00:00-04:00"", ""open"": 31.5, ""high"": 34.0, ""low"": 31.5, ""close"": 34.0, ""volume"": 300.0, ""trades"": 3}, {""start"": ""2015-09-29T08:05:00-04:00"", ""open"": 35.0, ""high"": 35.0, ""low"": 34.97, ""close"": 35.0, ""volume"": 300.0, ""trades"": 3}, {""start"": ""2015-09-29T08:15:00-04:00"", ""open"": 34.99, ""high"": 34.99, ""low"": 34.5, ""close"": 34.5, ""volume"": 450.0, ""trades"": 3}, {""start"": ""2015-09-29T08:20:00-04:00"", ""open"": 34.97, ""high"": 34.97, ""low"": 34.97, ""close"": 34.97, ""volume"": 280.0, ""trades"": 2}, {""start"": ""2015-09-29T08:25:00-04:00"", ""open"": 34.98, ""high"": 35.02, ""low"": 34.53, ""close"": 34.53, ""volume"": 873.0, ""trades"": 8}, {""start"": ""2015-09-29T08:30:00-04:00"", ""open"": 34.99, ""high"": 35.0, ""low"": 34.99, ""close"": 35.0, ""volume"": 1000.0, ""trades"": 8}, {""start"": ""2015-09-29T08:35:00-04:00"", ""open"": 35.0, ""high"": 35.0, ""low"": 34.98, ""close"": 35.0, ""volume"": 1888.0, ""trades"": 18}, {""start"": ""2015-09-29T08:40:00-04:00"", ""open"": 35.06, ""high"": 35.06, ""low"": 35.0, ""close"": 35.0, ""volume"": 4003.0, ""trades"": 25}, {""start"": ""2015-09-29T08:45:00-04:00"", ""open"": 35.0, ""high"": 35.0, ""low"": 34.99, ""close"": 35.0, ""volume"": 4200.0, ""trades"": 26}, {""start"": ""2015-09-29T08:50:00-04:00"", ""open"": 35.0, ""high"": 35.0, ""low"": 34.96, ""close"": 35.0, ""volume"": 4789.0, ""trades"": 19}, {""start"": ""2015-09-29T08:55:00-04:00"", ""open"": 34.11, ""high"": 34.11, ""low"": 34.0, ""close"": 34.0, ""volume"": 5000.0, ""trades"": 5}, {""start"": ""2015-09-29T09:05:00-04:00"", ""open"": 34.87, ""high"": 34.87, ""low"": 34.66, ""close"": 34.66, ""volume"": 6459.0, ""trades"": 30}, {""start"": ""2015-09-29T09:10:00-04:00"", ""open"": 34.67, ""high"": 34.67, ""low"": 34.6, ""close"": 34.65, ""volume"": 2461.0, ""trades"": 22}, {""start"": ""2015-09-29T09:15:00-04:00"", ""open"": 34.55, ""high"": 34.65, ""low"": 34.25, ""close"": 34.65, ""volume"": 3298.0, ""trades"": 36}, {""start"": ""2015-09-29T09:20:00-04:00"", ""open"": 34.55, ""high"": 34.78, ""low"": 34.5, ""close"": 34.78, ""volume"": 2482.0, ""trades"": 23}, {""start"": ""2015-09-29T09:25:00-04:00"", ""open"": 34.6, ""high"": 34.6, ""low"": 34.6, ""close"": 34.6, ""volume"": 200.0, ""trades"": 1}]"
2015-09-29,OPXA,3.729,28.3741,28.5813,24.1284,25.1639,660.903728,29.3061,29.3061,28.6848,28.6848,202.79,3,"[{""start"": ""2015-09-29T09:25:00-04:00"", ""open"": 29.3061, ""high"": 29.3061, ""low"": 28.6848, ""close"": 28.6848, ""volume"": 202.79, ""trades"": 3}]"
2015-09-30,RELV,4.2,5.6,5.6,5.6,5.6,33.333333,,,,,0.0,0,[]
2015-10-01,XOMA,15.034,22.8,23.8,18.784,21.6,51.656246,24.0,28.0,18.04,22.8,112786.45,3829,"[{""start"": ""2015-10-01T08:00:00-04:00"", ""open"": 24.0, ""high"": 25.4, ""low"": 18.04, ""close"": 24.8, ""volume"": 14789.65, ""trades"": 291}, {""start"": ""2015-10-01T08:05:00-04:00"", ""open"": 24.8, ""high"": 28.0, ""low"": 24.8, ""close"": 27.6, ""volume"": 11741.95, ""trades"": 285}, {""start"": ""2015-10-01T08:10:00-04:00"", ""open"": 27.2, ""high"": 28.0, ""low"": 24.6, ""close"": 24.6, ""volume"": 8877.75, ""trades"": 273}, {""start"": ""2015-10-01T08:15:00-04:00"", ""open"": 24.4, ""high"": 25.0, ""low"": 23.0, ""close"": 23.4, ""volume"": 9831.1, ""trades"": 438}, {""start"": ""2015-10-01T08:20:00-04:00"", ""open"": 23.4, ""high"": 24.2, ""low"": 23.2, ""close"": 24.2, ""volume"": 5651.45, ""trades"": 234}, {""start"": ""2015-10-01T08:25:00-04:00"", ""open"": 24.0, ""high"": 24.4, ""low"": 23.0, ""close"": 23.2, ""volume"": 5084.7, ""trades"": 219}, {""start"": ""2015-10-01T08:30:00-04:00"", ""open"": 23.2, ""high"": 23.6, ""low"": 23.0, ""close"": 23.2, ""volume"": 2491.8, ""trades"": 90}, {""start"": ""2015-10-01T08:35:00-04:00"", ""open"": 23.4, ""high"": 23.4, ""low"": 22.0, ""close"": 22.4, ""volume"": 7077.55, ""trades"": 201}, {""start"": ""2015-10-01T08:40:00-04:00"", ""open"": 22.4, ""high"": 23.4, ""low"": 22.4, ""close"": 23.2, ""volume"": 6176.5, ""trades"": 170}, {""start"": ""2015-10-01T08:45:00-04:00"", ""open"": 23.4, ""high"": 23.8, ""low"": 22.6, ""close"": 22.6, ""volume"": 6161.5, ""trades"": 143}, {""start"": ""2015-10-01T08:50:00-04:00"", ""open"": 22.8, ""high"": 23.0, ""low"": 22.798, ""close"": 23.0, ""volume"": 1700.1, ""trades"": 61}, {""start"": ""2015-10-01T08:55:00-04:00"", ""open"": 23.0, ""high"": 23.6, ""low"": 22.8, ""close"": 23.4, ""volume"": 2305.15, ""trades"": 77}, {""start"": ""2015-10-01T09:00:00-04:00"", ""open"": 23.4, ""high"": 23.8, ""low"": 23.0, ""close"": 23.2, ""volume"": 3711.85, ""trades"": 123}, {""start"": ""2015-10-01T09:05:00-04:00"", ""open"": 23.2, ""high"": 23.6, ""low"": 23.0, ""close"": 23.6, ""volume"": 2465.6, ""trades"": 83}, {""start"": ""2015-10-01T09:10:00-04:00"", ""open"": 23.4, ""high"": 23.8, ""low"": 23.2, ""close"": 23.8, ""volume"": 3750.05, ""trades"": 78}, {""start"": ""2015-10-01T09:15:00-04:00"", ""open"": 23.8, ""high"": 25.2, ""low"": 23.8, ""close"": 24.4, ""volume"": 9042.2, ""trades"": 347}, {""start"": ""2015-10-01T09:20:00-04:00"", ""open"": 24.2, ""high"": 24.4, ""low"": 23.2, ""close"": 23.4, ""volume"": 3699.9, ""trades"": 206}, {""start"": ""2015-10-01T09:25:00-04:00"", ""open"": 23.6, ""high"": 24.4, ""low"": 22.6, ""close"": 22.8, ""volume"": 8227.65, ""trades"": 510}]"
2015-10-05,ONCE,43.93,62.41,66.0,52.28,53.02,42.066925,70.0,77.4,60.12,62.8,747029.0,4967,"[{""start"": ""2015-10-05T07:05:00-04:00"", ""open"": 70.0, ""high"": 70.0, ""low"": 70.0, ""close"": 70.0, ""volume"": 1600.0, ""trades"": 6}, {""start"": ""2015-10-05T07:10:00-04:00"", ""open"": 70.0, ""high"": 70.0, ""low"": 70.0, ""close"": 70.0, ""volume"": 100.0, ""trades"": 1}, {""start"": ""2015-10-05T07:15:00-04:00"", ""open"": 67.99, ""high"": 70.0, ""low"": 67.99, ""close"": 68.99, ""volume"": 4103.0, ""trades"": 28}, {""start"": ""2015-10-05T07:20:00-04:00"", ""open"": 70.12, ""high"": 75.0, ""low"": 70.0, ""close"": 75.0, ""volume"": 2000.0, ""trades"": 20}, {""start"": ""2015-10-05T07:25:00-04:00"", ""open"": 72.0, ""high"": 75.0, ""low"": 72.0, ""close"": 74.8, ""volume"": 4329.0, ""trades"": 49}, {""start"": ""2015-10-05T07:30:00-04:00"", ""open"": 74.0, ""high"": 74.4, ""low"": 73.5, ""close"": 74.4, ""volume"": 6016.0, ""trades"": 25}, {""start"": ""2015-10-05T07:35:00-04:00"", ""open"": 74.99, ""high"": 75.0, ""low"": 74.0, ""close"": 74.0, ""volume"": 12511.0, ""trades"": 94}, {""start"": ""2015-10-05T07:40:00-04:00"", ""open"": 74.3, ""high"": 77.4, ""low"": 74.0, ""close"": 76.5, ""volume"": 5466.0, ""trades"": 53}, {""start"": ""2015-10-05T07:45:00-04:00"", ""open"": 77.0, ""high"": 77.0, ""low"": 74.5, ""close"": 75.0, ""volume"": 10649.0, ""trades"": 91}, {""start"": ""2015-10-05T07:50:00-04:00"", ""open"": 74.69, ""high"": 74.75, ""low"": 72.5, ""close"": 72.85, ""volume"": 18260.0, ""trades"": 168}, {""start"": ""2015-10-05T07:55:00-04:00"", ""open"": 72.53, ""high"": 73.88, ""low"": 71.0, ""close"": 72.24, ""volume"": 34432.0, ""trades"": 244}, {""start"": ""2015-10-05T08:00:00-04:00"", ""open"": 72.5, ""high"": 73.0, ""low"": 71.5, ""close"": 71.6, ""volume"": 41185.0, ""trades"": 197}, {""start"": ""2015-10-05T08:05:00-04:00"", ""open"": 71.25, ""high"": 71.44, ""low"": 68.65, ""close"": 70.59, ""volume"": 50745.0, ""trades"": 290}, {""start"": ""2015-10-05T08:10:00-04:00"", ""open"": 70.26, ""high"": 70.79, ""low"": 68.5, ""close"": 69.0, ""volume"": 32404.0, ""trades"": 104}, {""start"": ""2015-10-05T08:15:00-04:00"", ""open"": 69.0, ""high"": 70.0, ""low"": 67.75, ""close"": 68.95, ""volume"": 36923.0, ""trades"": 180}, {""start"": ""2015-10-05T08:20:00-04:00"", ""open"": 68.7, ""high"": 69.0, ""low"": 68.01, ""close"": 68.62, ""volume"": 15303.0, ""trades"": 107}, {""start"": ""2015-10-05T08:25:00-04:00"", ""open"": 68.56, ""high"": 68.89, ""low"": 68.0, ""close"": 68.3, ""volume"": 30153.0, ""trades"": 215}, {""start"": ""2015-10-05T08:30:00-04:00"", ""open"": 68.1, ""high"": 68.2, ""low"": 65.61, ""close"": 66.41, ""volume"": 55725.0, ""trades"": 358}, {""start"": ""2015-10-05T08:35:00-04:00"", ""open"": 67.0, ""high"": 68.9, ""low"": 66.5, ""close"": 68.9, ""volume"": 45804.0, ""trades"": 254}, {""start"": ""2015-10-05T08:40:00-04:00"", ""open"": 68.71, ""high"": 69.8, ""low"": 68.0, ""close"": 68.29, ""volume"": 37079.0, ""trades"": 268}, {""start"": ""2015-10-05T08:45:00-04:00"", ""open"": 68.15, ""high"": 68.56, ""low"": 68.0, ""close"": 68.38, ""volume"": 30861.0, ""trades"": 192}, {""start"": ""2015-10-05T08:50:00-04:00"", ""open"": 68.0, ""high"": 68.02, ""low"": 66.65, ""close"": 67.03, ""volume"": 37085.0, ""trades"": 206}, {""start"": ""2015-10-05T08:55:00-04:00"", ""open"": 67.18, ""high"": 67.26, ""low"": 62.49, ""close"": 63.01, ""volume"": 45652.0, ""trades"": 387}, {""start"": ""2015-10-05T09:00:00-04:00"", ""open"": 62.8, ""high"": 64.19, ""low"": 60.42, ""close"": 60.42, ""volume"": 52537.0, ""trades"": 407}, {""start"": ""2015-10-05T09:05:00-04:00"", ""open"": 60.25, ""high"": 62.0, ""low"": 60.12, ""close"": 60.78, ""volume"": 42060.0, ""trades"": 313}, {""start"": ""2015-10-05T09:10:00-04:00"", ""open"": 60.78, ""high"": 61.96, ""low"": 60.16, ""close"": 61.5, ""volume"": 26536.0, ""trades"": 190}, {""start"": ""2015-10-05T09:15:00-04:00"", ""open"": 61.9, ""high"": 62.98, ""low"": 61.0, ""close"": 62.13, ""volume"": 31847.0, ""trades"": 264}, {""start"": ""2015-10-05T09:20:00-04:00"", ""open"": 61.98, ""high"": 62.98, ""low"": 61.95, ""close"": 62.02, ""volume"": 10762.0, ""trades"": 90}, {""start"": ""2015-10-05T09:25:00-04:00"", ""open"": 62.5, ""high"": 63.35, ""low"": 61.84, ""close"": 62.8, ""volume"": 24902.0, ""trades"": 166}]"
2015-10-05,CTRV,1181.6,2060.8,3516.8,1808.8,2643.2,74.407583,2139.2,2396.8,1540.0,2044.0,340.138,727,"[{""start"": ""2015-10-05T08:10:00-04:00"", ""open"": 2139.2, ""high"": 2139.2, ""low"": 2139.2, ""close"": 2139.2, ""volume"": 1.786, ""trades"": 1}, {""start"": ""2015-10-05T08:20:00-04:00"", ""open"": 1640.8, ""high"": 1640.8, ""low"": 1640.8, ""close"": 1640.8, ""volume"": 1.786, ""trades"": 2}, {""start"": ""2015-10-05T08:35:00-04:00"", ""open"": 1792.0, ""high"": 1792.0, ""low"": 1792.0, ""close"": 1792.0, ""volume"": 1.116, ""trades"": 1}, {""start"": ""2015-10-05T08:40:00-04:00"", ""open"": 1568.0, ""high"": 1568.0, ""low"": 1540.0, ""close"": 1540.0, ""volume"": 2.321, ""trades"": 2}, {""start"": ""2015-10-05T08:45:00-04:00"", ""open"": 1820.0, ""high"": 1820.0, ""low"": 1820.0, ""close"": 1820.0, ""volume"": 0.446, ""trades"": 2}, {""start"": ""2015-10-05T08:50:00-04:00"", ""open"": 2016.0, ""high"": 2016.0, ""low"": 2016.0, ""close"": 2016.0, ""volume"": 0.964, ""trades"": 4}, {""start"": ""2015-10-05T08:55:00-04:00"", ""open"": 1864.8, ""high"": 2016.0, ""low"": 1864.8, ""close"": 2016.0, ""volume"": 7.787, ""trades"": 22}, {""start"": ""2015-10-05T09:00:00-04:00"", ""open"": 2016.0, ""high"": 2396.8, ""low"": 2016.0, ""close"": 2251.2, ""volume"": 74.42, ""trades"": 162}, {""start"": ""2015-10-05T09:05:00-04:00"", ""open"": 2279.2, ""high"": 2290.4, ""low"": 2184.0, ""close"": 2184.0, ""volume"": 41.107, ""trades"": 122}, {""start"": ""2015-10-05T09:10:00-04:00"", ""open"": 2161.6, ""high"": 2184.0, ""low"": 1993.6, ""close"": 2016.0, ""volume"": 71.459, ""trades"": 135}, {""start"": ""2015-10-05T09:15:00-04:00"", ""open"": 2044.0, ""high"": 2049.6, ""low"": 1954.4, ""close"": 1954.4, ""volume"": 48.654, ""trades"": 82}, {""start"": ""2015-10-05T09:20:00-04:00"", ""open"": 1943.2, ""high"": 2016.0, ""low"": 1943.2, ""close"": 1965.6, ""volume"": 15.057, ""trades"": 38}, {""start"": ""2015-10-05T09:25:00-04:00"", ""open"": 2016.0, ""high"": 2100.0, ""low"": 2010.4, ""close"": 2044.0, ""volume"": 73.234, ""trades"": 154}]"
